campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore
Mumbai,2023-09-13T11:23,10.10.10.10,10.0.0.3,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 10.10.10.10,informational,0.33
Mumbai,2023-09-16T10:36,172.16.0.10,192.168.0.3,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 172.16.0.10,critical,0.13
Mumbai,2023-09-16T10:58,172.16.0.10,10.1.1.2,anonymous,Workstation123,auth-failed,Failed login attempt for user 'anonymous' from IP 172.16.0.10,informational,0.33
Mumbai,2023-09-16T12:33,192.168.2.5,10.0.0.101,guest,DeviceXYZ,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 192.168.2.5,warning,0.37
Mumbai,2023-09-15T11:35,10.1.1.1,10.1.1.2,user123,ServerABC,auth-success,Successful login for user 'user123' from IP 10.1.1.1,informational,0.10
Mumbai,2023-09-18T05:00,172.16.1.100,192.168.10.6,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 172.16.1.100,error,0.13
Mumbai,2023-09-17T03:46,35.183.174.88,154.133.161.180,guest,Workstation123,malware-detection,Malware detected: File 'file570.txt' found on device 'Workstation123',critical,0.90
Mumbai,2023-09-17T06:57,192.168.2.5,172.16.0.20,anonymous,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.2.5,critical,0.13
Mumbai,2023-09-14T14:59,172.16.1.100,10.1.1.2,user123,Workstation123,application-errors,Application error: Error message: 80,warning,0.27
Mumbai,2023-09-13T02:20,192.168.2.5,192.168.0.3,guest,DeviceXYZ,malware-detection,Malware detected: File 'file416.txt' found on device 'DeviceXYZ',warning,0.37
Mumbai,2023-09-16T18:35,192.168.0.1,192.168.0.2,admin,DeviceXYZ,system-shutdown,System shutdown: Reason10,warning,0.33
Mumbai,2023-09-17T02:07,172.16.1.100,10.0.0.101,guest,ServerABC,system-restart,System restart: Reason4,informational,0.30
Mumbai,2023-09-14T22:58,10.0.0.2,192.168.0.2,user123,ServerABC,file-access,File access: Write to file '/path/to/file497.txt' by user 'user123' from IP 10.0.0.2,warning,0.23
Mumbai,2023-09-13T22:36,10.0.0.100,172.16.0.20,admin,ServerABC,system-shutdown,System shutdown: Reason6,error,0.33
Mumbai,2023-09-13T20:20,10.0.0.100,192.168.0.2,guest,ServerABC,software-update,Software update: Software6 updated to version v4,error,0.27
Mumbai,2023-09-17T09:51,10.1.1.1,10.0.0.3,guest,ServerABC,malware-detection,Malware detected: File 'file475.txt' found on device 'ServerABC',warning,0.37
Mumbai,2023-09-15T22:40,192.168.0.1,192.168.10.6,guest,Workstation123,api-called,API called: API5 from IP 192.168.0.1,error,0.20
Mumbai,2023-09-15T02:51,37.53.185.59,20.79.4.195,user123,DeviceXYZ,auth-success,Successful login for user 'user123' from IP 37.53.185.59,error,0.63
Mumbai,2023-09-16T04:49,10.1.1.1,10.10.10.20,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.1.1.1,critical,0.13
Mumbai,2023-09-17T23:33,10.10.10.10,10.1.1.2,admin,Workstation123,firewall-change,Firewall rule change: Port 55735 opened for IP 10.10.10.10,informational,0.30
Mumbai,2023-09-17T07:46,233.232.250.169,247.94.226.138,admin,Workstation123,api-called,API called: API3 from IP 233.232.250.169,error,0.73
Mumbai,2023-09-16T00:40,192.168.2.5,172.16.0.20,anonymous,DeviceXYZ,dns-queries,DNS query from IP 192.168.2.5 for domain 'example593.com',warning,0.17
Mumbai,2023-09-15T21:57,10.1.1.1,172.16.1.101,user123,Workstation123,system-restart,System restart: Reason4,error,0.30
Mumbai,2023-09-17T11:49,51.79.136.139,122.57.150.128,admin,DeviceXYZ,system-shutdown,System shutdown: Reason2,informational,0.87
Mumbai,2023-09-16T10:37,10.10.10.10,192.168.10.6,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason5,error,0.33
Mumbai,2023-09-17T13:03,10.0.0.2,192.168.2.6,guest,Workstation123,auth-success,Successful login for user 'guest' from IP 10.0.0.2,error,0.10
Mumbai,2023-09-15T22:58,192.168.0.1,10.0.0.3,guest,ServerABC,application-usage,User 'guest' used application 'App3',error,0.13
Mumbai,2023-09-13T04:32,172.16.0.10,10.10.10.20,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 172.16.0.10,informational,0.33
Mumbai,2023-09-16T04:18,10.0.0.2,172.16.1.101,anonymous,Workstation123,api-called,API called: API1 from IP 10.0.0.2,informational,0.20
Mumbai,2023-09-16T05:49,10.0.0.2,172.16.1.101,anonymous,Workstation123,auth-failed,Failed login attempt for user 'anonymous' from IP 10.0.0.2,critical,0.33
Mumbai,2023-09-16T08:47,172.16.1.100,10.0.0.101,user123,Workstation123,dns-queries,DNS query from IP 172.16.1.100 for domain 'example675.com',critical,0.17
Mumbai,2023-09-18T05:35,10.1.1.1,192.168.0.2,anonymous,DeviceXYZ,file-access,File access: Delete to file '/path/to/file140.txt' by user 'anonymous' from IP 10.1.1.1,informational,0.23
Mumbai,2023-09-18T02:37,192.168.2.5,10.10.10.20,anonymous,DeviceXYZ,application-errors,Application error: Error message: 73,informational,0.27
Mumbai,2023-09-14T22:16,228.39.74.208,94.31.22.159,user123,ServerABC,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 228.39.74.208,informational,0.90
Mumbai,2023-09-16T07:41,192.168.2.5,192.168.2.6,admin,DeviceXYZ,file-access,File access: Delete to file '/path/to/file440.txt' by user 'admin' from IP 192.168.2.5,informational,0.23
Mumbai,2023-09-17T02:35,10.0.0.2,192.168.0.3,admin,ServerABC,application-usage,User 'admin' used application 'App9',warning,0.13
Mumbai,2023-09-17T03:43,10.10.10.10,10.1.1.2,guest,Workstation123,api-called,API called: API4 from IP 10.10.10.10,error,0.20
Mumbai,2023-09-17T00:49,10.10.10.10,192.168.0.3,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 10.10.10.10,critical,0.33
Mumbai,2023-09-13T09:46,192.168.0.1,192.168.0.3,admin,DeviceXYZ,application-usage,User 'admin' used application 'App1',informational,0.13
Mumbai,2023-09-13T23:58,192.168.1.100,10.0.0.101,guest,ServerABC,system-restart,System restart: Reason5,informational,0.30
Mumbai,2023-09-17T16:24,10.1.1.1,172.16.1.101,anonymous,Workstation123,firewall-change,Firewall rule change: Port 56734 opened for IP 10.1.1.1,error,0.30
Mumbai,2023-09-15T00:07,10.1.1.1,10.10.10.20,anonymous,ServerABC,system-restart,System restart: Reason8,informational,0.30
Mumbai,2023-09-15T22:13,192.168.10.5,10.10.10.20,guest,Workstation123,application-usage,User 'guest' used application 'App4',warning,0.13
Mumbai,2023-09-17T16:59,192.168.1.100,192.168.0.3,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.1.100,warning,0.13
Mumbai,2023-09-15T12:04,10.0.0.2,192.168.2.6,user123,DeviceXYZ,auth-success,Successful login for user 'user123' from IP 10.0.0.2,critical,0.10
Mumbai,2023-09-18T02:22,29.20.199.118,220.189.15.201,user123,DeviceXYZ,application-usage,User 'user123' used application 'App8',informational,0.67
Mumbai,2023-09-14T07:51,172.16.0.10,172.16.0.20,user123,DeviceXYZ,firewall-change,Firewall rule change: Port 64690 opened for IP 172.16.0.10,informational,0.30
Mumbai,2023-09-14T14:13,10.1.1.1,192.168.10.6,anonymous,DeviceXYZ,firewall-change,Firewall rule change: Port 35099 opened for IP 10.1.1.1,informational,0.30
Mumbai,2023-09-17T18:40,192.168.1.100,192.168.0.3,guest,ServerABC,system-failure,Critical system failure: Error message: 89,critical,0.37
Mumbai,2023-09-15T20:07,192.168.10.5,192.168.0.3,user123,Workstation123,system-shutdown,System shutdown: Reason4,warning,0.33
Mumbai,2023-09-17T04:17,192.168.1.100,192.168.2.6,guest,Workstation123,application-errors,Application error: Error message: 52,critical,0.27
Mumbai,2023-09-18T13:10,192.168.1.100,192.168.2.6,user123,Workstation123,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 192.168.1.100,informational,0.37
Mumbai,2023-09-17T10:06,10.10.10.10,192.168.0.3,admin,ServerABC,system-restart,System restart: Reason2,critical,0.30
Mumbai,2023-09-16T14:59,251.3.250.211,48.185.138.103,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file855.txt',error,0.70
Mumbai,2023-09-17T22:40,10.0.0.100,10.0.0.3,anonymous,DeviceXYZ,api-called,API called: API1 from IP 10.0.0.100,warning,0.20
Mumbai,2023-09-14T22:26,172.16.1.100,10.1.1.2,user123,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 172.16.1.100,critical,0.13
Mumbai,2023-09-15T07:26,192.168.1.100,10.0.0.3,admin,ServerABC,application-usage,User 'admin' used application 'App5',informational,0.13
Mumbai,2023-09-15T16:14,10.1.1.1,10.0.0.3,anonymous,DeviceXYZ,application-errors,Application error: Error message: 99,warning,0.27
Mumbai,2023-09-14T18:40,10.0.0.2,10.0.0.101,user123,ServerABC,file-access,File access: Read to file '/path/to/file130.txt' by user 'user123' from IP 10.0.0.2,error,0.23
Mumbai,2023-09-16T19:46,10.10.10.10,192.168.2.6,guest,DeviceXYZ,software-update,Software update: Software4 updated to version v3,informational,0.27
Mumbai,2023-09-16T14:41,10.1.1.1,192.168.10.6,anonymous,Workstation123,file-access,File access: Write to file '/path/to/file178.txt' by user 'anonymous' from IP 10.1.1.1,warning,0.23
Mumbai,2023-09-13T03:33,192.168.1.100,192.168.10.6,anonymous,DeviceXYZ,application-errors,Application error: Error message: 47,critical,0.27
Mumbai,2023-09-13T14:37,33.15.35.117,150.158.64.132,admin,DeviceXYZ,dns-queries,DNS query from IP 33.15.35.117 for domain 'example635.com',informational,0.70
Mumbai,2023-09-17T19:34,10.1.1.1,172.16.0.20,admin,DeviceXYZ,firewall-change,Firewall rule change: Port 52603 opened for IP 10.1.1.1,error,0.30
Mumbai,2023-09-16T22:35,23.163.109.171,156.156.10.127,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 23.163.109.171,warning,0.67
Mumbai,2023-09-16T22:27,172.16.0.10,10.0.0.101,anonymous,Workstation123,system-shutdown,System shutdown: Reason3,error,0.33
Mumbai,2023-09-17T15:36,10.0.0.100,10.0.0.3,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 10.0.0.100,critical,0.33
Mumbai,2023-09-16T16:49,192.168.10.5,192.168.0.3,anonymous,ServerABC,permission-changes,User 'anonymous' changed permissions for file '/path/to/file189.txt',error,0.17
Mumbai,2023-09-18T07:12,10.0.0.100,172.16.1.101,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file76.txt',error,0.17
Mumbai,2023-09-16T09:06,10.0.0.100,10.0.0.101,guest,ServerABC,firewall-change,Firewall rule change: Port 27923 opened for IP 10.0.0.100,warning,0.30
Mumbai,2023-09-16T15:09,192.168.10.5,10.0.0.3,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file190.txt',informational,0.17
Mumbai,2023-09-14T09:27,135.8.209.170,171.247.147.89,user123,DeviceXYZ,application-usage,User 'user123' used application 'App8',informational,0.67
Mumbai,2023-09-15T15:46,172.16.1.100,172.16.0.20,user123,Workstation123,firewall-change,Firewall rule change: Port 26296 opened for IP 172.16.1.100,warning,0.30
Mumbai,2023-09-14T14:50,172.16.0.10,10.10.10.20,anonymous,Workstation123,system-restart,System restart: Reason2,error,0.30
Mumbai,2023-09-16T22:32,192.168.0.1,172.16.0.20,user123,Workstation123,file-access,File access: Delete to file '/path/to/file213.txt' by user 'user123' from IP 192.168.0.1,error,0.23
Mumbai,2023-09-15T09:42,172.16.0.10,10.0.0.101,admin,Workstation123,system-shutdown,System shutdown: Reason1,warning,0.33
Mumbai,2023-09-17T15:56,192.168.10.5,192.168.0.3,user123,Workstation123,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 192.168.10.5,warning,0.37
Mumbai,2023-09-12T15:50,192.168.2.5,192.168.0.2,guest,Workstation123,software-update,Software update: Software1 updated to version v4,critical,0.27
Mumbai,2023-09-14T07:28,192.168.0.1,10.0.0.3,anonymous,Workstation123,system-shutdown,System shutdown: Reason2,informational,0.33
Mumbai,2023-09-13T17:36,202.147.69.222,4.187.68.92,guest,DeviceXYZ,dns-queries,DNS query from IP 202.147.69.222 for domain 'example413.com',error,0.70
Mumbai,2023-09-14T00:16,192.168.1.100,192.168.0.2,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 192.168.1.100,informational,0.37
Mumbai,2023-09-13T23:18,10.0.0.2,10.1.1.2,guest,ServerABC,permission-changes,User 'guest' changed permissions for file '/path/to/file327.txt',error,0.17
Mumbai,2023-09-17T09:24,192.168.10.5,10.0.0.3,guest,ServerABC,firewall-change,Firewall rule change: Port 28151 opened for IP 192.168.10.5,warning,0.30
Mumbai,2023-09-17T17:57,10.1.1.1,192.168.2.6,anonymous,DeviceXYZ,software-update,Software update: Software3 updated to version v3,critical,0.27
Mumbai,2023-09-16T13:51,187.113.169.100,26.169.124.118,admin,DeviceXYZ,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 187.113.169.100,error,0.90
Mumbai,2023-09-15T13:00,192.168.0.1,10.10.10.20,guest,ServerABC,auth-success,Successful login for user 'guest' from IP 192.168.0.1,critical,0.10
Mumbai,2023-09-14T23:37,192.168.1.100,192.168.0.2,guest,Workstation123,file-access,File access: Read to file '/path/to/file415.txt' by user 'guest' from IP 192.168.1.100,error,0.23
Mumbai,2023-09-13T22:50,10.0.0.100,10.1.1.2,admin,DeviceXYZ,software-update,Software update: Software1 updated to version v2,informational,0.27
Mumbai,2023-09-16T09:40,172.16.0.10,10.0.0.3,anonymous,ServerABC,api-called,API called: API5 from IP 172.16.0.10,critical,0.20
Mumbai,2023-09-17T22:41,192.168.0.1,10.0.0.101,user123,Workstation123,api-called,API called: API5 from IP 192.168.0.1,error,0.20
Mumbai,2023-09-18T08:00,10.1.1.1,192.168.0.2,anonymous,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.1.1.1,error,0.13
Mumbai,2023-09-15T21:13,192.168.10.5,172.16.1.101,admin,ServerABC,software-update,Software update: Software3 updated to version v5,critical,0.27
Mumbai,2023-09-16T09:34,192.168.2.5,172.16.1.101,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App9',warning,0.13
Mumbai,2023-09-15T11:53,10.10.10.10,10.0.0.101,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file299.txt',error,0.17
Mumbai,2023-09-16T05:49,10.0.0.2,192.168.2.6,anonymous,ServerABC,application-errors,Application error: Error message: 85,critical,0.27
Mumbai,2023-09-14T17:45,33.157.46.83,133.149.94.50,user123,DeviceXYZ,system-shutdown,System shutdown: Reason10,informational,0.87
Mumbai,2023-09-13T16:30,192.168.0.1,192.168.2.6,admin,ServerABC,file-access,File access: Write to file '/path/to/file581.txt' by user 'admin' from IP 192.168.0.1,informational,0.23
Mumbai,2023-09-13T10:34,10.0.0.100,10.0.0.3,user123,DeviceXYZ,malware-detection,Malware detected: File 'file662.txt' found on device 'DeviceXYZ',warning,0.37
Mumbai,2023-09-13T19:28,172.16.0.10,10.10.10.20,user123,Workstation123,malware-detection,Malware detected: File 'file455.txt' found on device 'Workstation123',informational,0.37
Mumbai,2023-09-18T14:43,172.16.0.10,172.16.1.101,user123,Workstation123,malware-detection,Malware detected: File 'file514.txt' found on device 'Workstation123',warning,0.37
Mumbai,2023-09-17T16:01,10.1.1.1,192.168.10.6,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 10.1.1.1,error,0.13
Mumbai,2023-09-16T22:58,10.0.0.100,192.168.10.6,admin,ServerABC,software-update,Software update: Software9 updated to version v5,warning,0.27
Mumbai,2023-09-15T15:55,10.1.1.1,192.168.0.3,admin,ServerABC,system-restart,System restart: Reason6,error,0.30
Mumbai,2023-09-16T01:35,172.16.1.100,10.1.1.2,anonymous,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 172.16.1.100,warning,0.13
Mumbai,2023-09-16T09:37,10.10.10.10,192.168.2.6,guest,Workstation123,application-errors,Application error: Error message: 87,warning,0.27
Mumbai,2023-09-17T10:07,10.10.10.10,192.168.2.6,user123,Workstation123,system-shutdown,System shutdown: Reason7,informational,0.33
Mumbai,2023-09-13T21:49,7.65.149.36,229.215.59.175,guest,DeviceXYZ,system-restart,System restart: Reason7,warning,0.83
Mumbai,2023-09-13T08:12,10.0.0.100,172.16.0.20,anonymous,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.0.0.100,informational,0.13
Mumbai,2023-09-16T20:59,192.168.1.100,10.0.0.101,anonymous,DeviceXYZ,dns-queries,DNS query from IP 192.168.1.100 for domain 'example287.com',error,0.17
Mumbai,2023-09-16T00:20,10.0.0.100,10.1.1.2,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 10.0.0.100,critical,0.33
Mumbai,2023-09-17T18:02,192.168.0.1,172.16.1.101,guest,DeviceXYZ,application-usage,User 'guest' used application 'App4',warning,0.13
Mumbai,2023-09-17T01:33,86.90.116.56,193.39.226.14,admin,ServerABC,system-failure,Critical system failure: Error message: 17,informational,0.90
Mumbai,2023-09-13T03:35,192.168.10.5,10.0.0.3,anonymous,Workstation123,software-update,Software update: Software9 updated to version v2,informational,0.27
Mumbai,2023-09-15T17:43,192.168.0.1,10.10.10.20,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.0.1,critical,0.13
Mumbai,2023-09-16T21:27,192.168.0.1,10.0.0.3,guest,DeviceXYZ,auth-failed,Failed login attempt for user 'guest' from IP 192.168.0.1,informational,0.33
Mumbai,2023-09-15T05:54,10.0.0.100,10.10.10.20,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 10.0.0.100,warning,0.10
Mumbai,2023-09-13T15:58,192.168.10.5,10.1.1.2,anonymous,ServerABC,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 192.168.10.5,critical,0.37
Mumbai,2023-09-17T05:33,172.16.1.100,192.168.0.3,anonymous,ServerABC,system-shutdown,System shutdown: Reason10,informational,0.33
Mumbai,2023-09-16T02:54,192.168.0.1,192.168.0.3,admin,Workstation123,firewall-change,Firewall rule change: Port 22935 opened for IP 192.168.0.1,informational,0.30
Mumbai,2023-09-16T05:15,10.1.1.1,10.10.10.20,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 10.1.1.1,critical,0.13
Mumbai,2023-09-15T16:09,10.10.10.10,192.168.10.6,anonymous,ServerABC,system-restart,System restart: Reason3,critical,0.30
